datetime_beginning_utc,datetime_beginning_ept,fuel_type,mw,fuel_percentage_of_total,is_renewable
4/30/2021 6:00:00 AM,4/30/2021 2:00:00 AM,Nuclear,28196.4,0.40,False
4/30/2021 6:00:00 AM,4/30/2021 2:00:00 AM,Oil,210.8,0.00,False
4/30/2021 6:00:00 AM,4/30/2021 2:00:00 AM,Other,80.1,0.00,False
4/30/2021 6:00:00 AM,4/30/2021 2:00:00 AM,Other Renewables,682.2,0.01,True
4/30/2021 6:00:00 AM,4/30/2021 2:00:00 AM,Solar,0.0,0.00,True
4/30/2021 6:00:00 AM,4/30/2021 2:00:00 AM,Storage,0.0,0.00,False
4/30/2021 6:00:00 AM,4/30/2021 2:00:00 AM,Wind,6291.4,0.09,True
4/30/2021 5:00:00 AM,4/30/2021 1:00:00 AM,Coal,13821.4,0.19,False
4/30/2021 5:00:00 AM,4/30/2021 1:00:00 AM,Gas,23831.5,0.32,False
4/30/2021 5:00:00 AM,4/30/2021 1:00:00 AM,Hydro,646.7,0.01,True
4/30/2021 5:00:00 AM,4/30/2021 1:00:00 AM,Multiple Fuels,0.0,0.00,False
4/30/2021 5:00:00 AM,4/30/2021 1:00:00 AM,Nuclear,28182.1,0.38,False
4/30/2021 5:00:00 AM,4/30/2021 1:00:00 AM,Oil,206.8,0.00,False
4/30/2021 5:00:00 AM,4/30/2021 1:00:00 AM,Other,159.4,0.00,False
4/30/2021 5:00:00 AM,4/30/2021 1:00:00 AM,Other Renewables,691.8,0.01,True
4/30/2021 5:00:00 AM,4/30/2021 1:00:00 AM,Solar,0.0,0.00,True
4/30/2021 5:00:00 AM,4/30/2021 1:00:00 AM,Storage,0.0,0.00,False
4/30/2021 5:00:00 AM,4/30/2021 1:00:00 AM,Wind,5960.1,0.08,True
4/30/2021 4:00:00 AM,4/30/2021 12:00:00 AM,Coal,15072.5,0.20,False
4/30/2021 4:00:00 AM,4/30/2021 12:00:00 AM,Gas,25674.0,0.34,False
4/30/2021 4:00:00 AM,4/30/2021 12:00:00 AM,Hydro,612.6,0.01,True
4/30/2021 4:00:00 AM,4/30/2021 12:00:00 AM,Multiple Fuels,0.0,0.00,False
4/30/2021 4:00:00 AM,4/30/2021 12:00:00 AM,Nuclear,28174.4,0.37,False
4/30/2021 4:00:00 AM,4/30/2021 12:00:00 AM,Oil,204.6,0.00,False
4/30/2021 4:00:00 AM,4/30/2021 12:00:00 AM,Other,124.9,0.00,False
4/30/2021 4:00:00 AM,4/30/2021 12:00:00 AM,Other Renewables,687.4,0.01,True
4/30/2021 4:00:00 AM,4/30/2021 12:00:00 AM,Solar,1.8,0.00,True
4/30/2021 4:00:00 AM,4/30/2021 12:00:00 AM,Storage,0.0,0.00,False
4/30/2021 4:00:00 AM,4/30/2021 12:00:00 AM,Wind,5634.2,0.07,True
4/30/2021 3:00:00 AM,4/29/2021 11:00:00 PM,Coal,16680.4,0.21,False
4/30/2021 3:00:00 AM,4/29/2021 11:00:00 PM,Gas,28534.1,0.35,False
4/30/2021 3:00:00 AM,4/29/2021 11:00:00 PM,Hydro,944.8,0.01,True
